Store Name,Store ID,Shop ID,Order Count,Count of other payments,Sales (excl. VAT),VAT 1 on sales,VAT 2 on sales,VAT 3 on sales,Sales (incl. VAT),Order error adjustments (excl. VAT),VAT on order error adjustments,Order Error Adjustments (incl. VAT),Offers on items (excl. VAT),VAT 1 on offers on items,VAT 2 on offers on items,VAT 3 on offers on items,Offers on items (incl. VAT),Offer Redemption Fee,VAT on Offer Redemption Fee,Marketing adjustment (incl. VAT),Meal voucher,Price adjustments (excl. VAT),VAT on price adjustments,Price adjustments (incl. VAT),Delivery Fee (excl. VAT),VAT1 on Delivery Fee,VAT2 on Delivery Fee,VAT3 on Delivery Fee,Delivery Fee (incl. VAT),Pick and pack fee,VAT on pick and pack fee,Bag fee,Delivery offer redemptions (excl. VAT),VAT on delivery offer redemptions,Delivery offer redemptions (incl. VAT),Total Order (incl. VAT),Cost of Delivery (excl. VAT),VAT on cost of delivery,Cost of Delivery (incl. VAT),Marketplace fee before discount (excl. VAT),Marketplace fee discount (excl. VAT),Marketplace fee after discount (excl. VAT),VAT on marketplace fee after discount ,Marketplace fee after discount (incl. VAT),VAT Adjustment,Profit on Delivery Fee,Tips,Financing payments,Other payments (incl. VAT),Total payout ,Payout date,Payout reference ID
Wing Shack Co- Chatham,,1990b9e1-ffa7-4d0c-b955-1b5469f56b58,30,1,737.35,0,141.6,0,878.95,0,0,0,-225.75,0,-43.97,0,-269.72,-16.82,-3.48,0,0,0,0,0,31.06,0,5.64,0,36.85,0,0,0,0,0,0,646.08,0,0,0,-128.64,0,-128.64,-25.75,-154.39,0,36.85,4.3,0,-8.1,467.59,02/02/2026,XSIN0Q3A2A0K
